seat_id,booking_id,screen_id,seat_number,seat_type,charges,status,,
ST_5382,BK_3295,SC_19,B18,Regular,10,Booked,,
ST_5383,BK_2840,SC_355,C19,Regular,10,Reserved,,
ST_5384,BK_78,SC_916,B12,Premium,25,Booked,,
ST_5385,BK_6512,SC_579,A8,Premium,25,Booked,,
ST_5386,BK_6405,SC_395,D15,Regular,10,Booked,,
ST_5387,BK_6639,SC_608,E18,Regular,10,Available,,
ST_5388,BK_9535,SC_220,A20,Regular,10,Booked,,
ST_5389,BK_8785,SC_213,B11,Premium,25,Booked,,
ST_5390,BK_9667,SC_214,D11,VIP,50,Booked,,
ST_5391,BK_4497,SC_134,D10,Premium,25,Available,,
ST_5392,BK_5548,SC_165,B9,Regular,10,Booked,,
ST_5393,BK_4247,SC_51,D1,Regular,10,Available,,
ST_5394,BK_2036,SC_233,A3,Regular,10,Booked,,
ST_5395,BK_3029,SC_857,C19,Regular,10,Booked,,
ST_5396,BK_9844,SC_202,D1,Premium,25,Available,,
ST_5397,BK_9155,SC_407,E17,Regular,10,Booked,,
ST_5398,BK_1008,SC_53,E18,Premium,25,Booked,,
ST_5399,BK_899,SC_229,D16,Premium,25,Booked,,
ST_5400,BK_9219,SC_486,B8,Regular,10,Reserved,,
ST_5401,BK_592,SC_547,D13,Premium,25,Booked,,
ST_5402,BK_3966,SC_572,C5,Regular,10,Booked,,
ST_5403,BK_5550,SC_734,C1,Regular,10,Booked,,
ST_5404,BK_8276,SC_743,E15,Premium,25,Available,,
ST_5405,BK_731,SC_732,A10,Premium,25,Available,,
ST_5406,BK_1362,SC_593,E9,Premium,25,Available,,
ST_5407,BK_4444,SC_267,E8,Premium,25,Booked,,
ST_5408,BK_7627,SC_664,D16,Premium,25,Booked,,
ST_5409,BK_7221,SC_136,C12,VIP,50,Booked,,
ST_5410,BK_3891,SC_498,C4,Regular,10,Available,,
ST_5411,BK_556,SC_80,C1,VIP,50,Booked,,
ST_5412,BK_6347,SC_658,E4,Premium,25,Booked,,
ST_5413,BK_6219,SC_388,E4,Regular,10,Booked,,
ST_5414,BK_5026,SC_209,C7,Regular,10,Booked,,
ST_5415,BK_5388,SC_148,B17,VIP,50,Available,,
ST_5416,BK_6109,SC_727,E13,Premium,25,Booked,,
ST_5417,BK_8802,SC_603,C14,Premium,25,Booked,,
ST_5418,BK_7835,SC_809,A5,Regular,10,Booked,,
ST_5419,BK_8243,SC_79,D5,Regular,10,Available,,
ST_5420,BK_978,SC_740,D4,Premium,25,Reserved,,
ST_5421,BK_8677,SC_996,E15,Premium,25,Available,,
ST_5422,BK_4593,SC_407,B14,VIP,50,Booked,,
ST_5423,BK_4894,SC_470,E10,Regular,10,Available,,
ST_5424,BK_5673,SC_700,B1,Regular,10,Available,,
ST_5425,BK_1372,SC_326,D11,Regular,10,Booked,,
ST_5426,BK_3527,SC_254,C13,VIP,50,Booked,,
ST_5427,BK_5583,SC_531,C15,Regular,10,Booked,,
ST_5428,BK_9589,SC_337,C17,Premium,25,Available,,
ST_5429,BK_1973,SC_465,E10,Premium,25,Booked,,
ST_5430,BK_9102,SC_568,C5,Premium,25,Booked,,
ST_5431,BK_8896,SC_630,E7,Premium,25,Booked,,
ST_5432,BK_7612,SC_194,D8,Regular,10,Booked,,
ST_5433,BK_5535,SC_338,C4,Premium,25,Reserved,,
ST_5434,BK_7395,SC_227,D3,Regular,10,Booked,,
ST_5435,BK_4933,SC_223,E13,Regular,10,Booked,,
ST_5436,BK_6428,SC_444,B16,Regular,10,Booked,,
ST_5437,BK_9846,SC_194,A10,Regular,10,Available,,
ST_5438,BK_3810,SC_850,E15,Premium,25,Booked,,
ST_5439,BK_6346,SC_441,B16,Regular,10,Available,,
ST_5440,BK_1592,SC_752,C10,Regular,10,Booked,,
ST_5441,BK_6169,SC_278,C19,Regular,10,Available,,
ST_5442,BK_2350,SC_495,E19,Premium,25,Booked,,
ST_5443,BK_7983,SC_165,B4,Regular,10,Booked,,
ST_5444,BK_3797,SC_236,C9,VIP,50,Booked,,
ST_5445,BK_1974,SC_728,C2,Regular,10,Booked,,
ST_5446,BK_4899,SC_197,B5,Regular,10,Booked,,
ST_5447,BK_7979,SC_713,E13,Regular,10,Booked,,
ST_5448,BK_491,SC_394,A13,Premium,25,Booked,,
ST_5449,BK_749,SC_967,D8,Regular,10,Booked,,
ST_5450,BK_4122,SC_205,A6,Regular,10,Booked,,
ST_5451,BK_4702,SC_920,A9,VIP,50,Available,,
ST_5452,BK_4660,SC_976,D8,Regular,10,Reserved,,
ST_5453,BK_7341,SC_340,E5,Regular,10,Booked,,
ST_5454,BK_4605,SC_345,B8,Premium,25,Available,,
ST_5455,BK_3237,SC_115,D14,Regular,10,Booked,,
ST_5456,BK_1697,SC_576,D18,Premium,25,Booked,,
ST_5457,BK_6940,SC_207,B8,Regular,10,Reserved,,
ST_5458,BK_672,SC_892,D10,Regular,10,Available,,
ST_5459,BK_9524,SC_93,C8,Premium,25,Booked,,
ST_5460,BK_4540,SC_525,C5,Premium,25,Available,,
ST_5461,BK_9002,SC_915,B7,Premium,25,Booked,,
ST_5462,BK_3371,SC_248,E16,Regular,10,Reserved,,
ST_5463,BK_4923,SC_580,B12,Regular,10,Booked,,
ST_5464,BK_6003,SC_867,E13,Regular,10,Available,,
ST_5465,BK_6681,SC_382,A20,Regular,10,Booked,,
ST_5466,BK_9250,SC_148,D17,Regular,10,Available,,
ST_5467,BK_1867,SC_139,C7,Premium,25,Reserved,,
ST_5468,BK_2626,SC_400,A13,Regular,10,Booked,,
ST_5469,BK_5154,SC_160,E15,Regular,10,Available,,
ST_5470,BK_3352,SC_489,B16,Regular,10,Booked,,
ST_5471,BK_5671,SC_683,C3,Regular,10,Booked,,
ST_5472,BK_7724,SC_661,D19,Premium,25,Booked,,
ST_5473,BK_266,SC_878,A19,Premium,25,Available,,
ST_5474,BK_3302,SC_257,B17,Regular,10,Available,,
ST_5475,BK_1279,SC_347,E16,Premium,25,Booked,,
ST_5476,BK_36,SC_719,C5,Regular,10,Booked,,
ST_5477,BK_6525,SC_105,A1,Premium,25,Booked,,
ST_5478,BK_3664,SC_622,C10,Regular,10,Booked,,
ST_5479,BK_7396,SC_480,A10,Premium,25,Booked,,
ST_5480,BK_755,SC_53,B12,Premium,25,Booked,,
ST_5481,BK_1911,SC_128,E13,Premium,25,Booked,,
ST_5482,BK_3344,SC_144,E15,Regular,10,Booked,,
ST_5483,BK_7223,SC_777,C5,Regular,10,Booked,,
ST_5484,BK_465,SC_412,B6,Regular,10,Booked,,
ST_5485,BK_1919,SC_323,B17,Regular,10,Available,,
ST_5486,BK_4697,SC_594,E14,Regular,10,Booked,,
ST_5487,BK_1639,SC_906,E17,Premium,25,Booked,,
ST_5488,BK_6856,SC_817,E15,VIP,50,Booked,,
ST_5489,BK_294,SC_718,B14,Regular,10,Available,,
ST_5490,BK_6074,SC_675,C5,Regular,10,Available,,
ST_5491,BK_8120,SC_23,B9,Regular,10,Available,,
ST_5492,BK_5007,SC_138,A8,Regular,10,Available,,
ST_5493,BK_7601,SC_585,A8,Premium,25,Booked,,
ST_5494,BK_496,SC_686,B16,Regular,10,Booked,,
ST_5495,BK_9422,SC_901,B17,Regular,10,Available,,
ST_5496,BK_271,SC_916,D3,Regular,10,Booked,,
ST_5497,BK_1561,SC_103,C16,Regular,10,Reserved,,
ST_5498,BK_2798,SC_617,C9,Premium,25,Booked,,
ST_5499,BK_7256,SC_877,A6,Regular,10,Available,,
ST_5500,BK_2601,SC_67,A15,Regular,10,Booked,,
ST_5501,BK_5627,SC_265,B17,Regular,10,Booked,,
ST_5502,BK_9929,SC_302,A10,Regular,10,Booked,,
ST_5503,BK_6658,SC_40,D12,Regular,10,Booked,,
ST_5504,BK_7701,SC_146,A17,Regular,10,Booked,,
ST_5505,BK_9250,SC_742,A17,Regular,10,Available,,
ST_5506,BK_7742,SC_532,A6,Regular,10,Booked,,
ST_5507,BK_3094,SC_218,B11,Regular,10,Booked,,
ST_5508,BK_7685,SC_362,E5,Regular,10,Available,,
ST_5509,BK_4015,SC_62,C18,VIP,50,Booked,,
ST_5510,BK_7859,SC_162,A2,Premium,25,Booked,,
ST_5511,BK_142,SC_754,A7,Regular,10,Booked,,
ST_5512,BK_7729,SC_3,C14,Regular,10,Booked,,
ST_5513,BK_6767,SC_275,A13,Regular,10,Booked,,
ST_5514,BK_7882,SC_863,C10,Regular,10,Booked,,
ST_5515,BK_510,SC_335,E18,Regular,10,Booked,,
ST_5516,BK_269,SC_278,E13,Premium,25,Available,,
ST_5517,BK_5074,SC_715,C8,Regular,10,Booked,,
ST_5518,BK_9258,SC_476,B1,Regular,10,Available,,
ST_5519,BK_9757,SC_120,C1,VIP,50,Booked,,
ST_5520,BK_933,SC_956,A3,VIP,50,Booked,,
ST_5521,BK_5269,SC_583,E13,Regular,10,Reserved,,
ST_5522,BK_4709,SC_156,B17,Regular,10,Reserved,,
ST_5523,BK_3637,SC_656,A20,Regular,10,Booked,,
ST_5524,BK_6191,SC_671,B6,Regular,10,Booked,,
ST_5525,BK_5851,SC_47,D18,Premium,25,Booked,,
ST_5526,BK_2518,SC_755,B20,Regular,10,Available,,
ST_5527,BK_6107,SC_409,C3,Premium,25,Booked,,
ST_5528,BK_9367,SC_514,E5,Regular,10,Reserved,,
ST_5529,BK_2204,SC_969,D19,Regular,10,Reserved,,
ST_5530,BK_4684,SC_903,D10,Regular,10,Booked,,
ST_5531,BK_4932,SC_433,C2,Regular,10,Available,,
ST_5532,BK_961,SC_626,A15,Regular,10,Available,,
ST_5533,BK_1396,SC_223,E3,Premium,25,Reserved,,
ST_5534,BK_2528,SC_431,E14,VIP,50,Booked,,
ST_5535,BK_6378,SC_442,B9,Premium,25,Reserved,,
ST_5536,BK_4364,SC_518,D16,Regular,10,Available,,
ST_5537,BK_6370,SC_37,A6,VIP,50,Booked,,
ST_5538,BK_9231,SC_36,E8,VIP,50,Booked,,
ST_5539,BK_60,SC_835,E5,VIP,50,Available,,
ST_5540,BK_3587,SC_920,D18,Premium,25,Booked,,
ST_5541,BK_6060,SC_867,E5,Regular,10,Booked,,
ST_5542,BK_8049,SC_456,D12,Premium,25,Booked,,
ST_5543,BK_480,SC_983,D11,Regular,10,Booked,,
ST_5544,BK_5710,SC_171,B6,Regular,10,Available,,
ST_5545,BK_5278,SC_434,C15,Regular,10,Booked,,
ST_5546,BK_2976,SC_664,D14,VIP,50,Available,,
ST_5547,BK_3255,SC_785,C9,Premium,25,Available,,
ST_5548,BK_7895,SC_159,E2,VIP,50,Booked,,
ST_5549,BK_4887,SC_485,A4,Premium,25,Reserved,,
ST_5550,BK_9923,SC_116,A9,Regular,10,Booked,,
ST_5551,BK_3362,SC_506,A6,Regular,10,Available,,
ST_5552,BK_3385,SC_658,C8,Regular,10,Booked,,
ST_5553,BK_4705,SC_775,D7,Regular,10,Available,,
ST_5554,BK_934,SC_765,D7,Regular,10,Booked,,
ST_5555,BK_1048,SC_445,E3,Regular,10,Booked,,
ST_5556,BK_6800,SC_585,E4,Premium,25,Booked,,
ST_5557,BK_3161,SC_813,A6,Regular,10,Booked,,
ST_5558,BK_4686,SC_218,A4,Regular,10,Booked,,
ST_5559,BK_391,SC_763,B15,Regular,10,Booked,,
ST_5560,BK_5329,SC_506,A14,Premium,25,Booked,,
ST_5561,BK_836,SC_164,B2,Regular,10,Booked,,
ST_5562,BK_9350,SC_611,A4,VIP,50,Booked,,
ST_5563,BK_8578,SC_384,B16,Regular,10,Available,,
ST_5564,BK_1953,SC_578,D4,VIP,50,Booked,,
ST_5565,BK_6710,SC_359,B2,Regular,10,Booked,,
ST_5566,BK_4495,SC_741,A2,Regular,10,Available,,
ST_5567,BK_7483,SC_883,B11,Premium,25,Booked,,
ST_5568,BK_297,SC_577,A3,Regular,10,Booked,,
ST_5569,BK_7471,SC_396,C3,Regular,10,Booked,,
ST_5570,BK_7327,SC_366,B14,Regular,10,Booked,,
ST_5571,BK_6138,SC_832,E20,VIP,50,Booked,,
ST_5572,BK_9971,SC_607,D19,Regular,10,Booked,,
ST_5573,BK_2893,SC_456,B7,Regular,10,Booked,,
ST_5574,BK_1346,SC_53,A11,Regular,10,Reserved,,
ST_5575,BK_703,SC_935,C16,Regular,10,Reserved,,
ST_5576,BK_7416,SC_535,C18,Premium,25,Available,,
ST_5577,BK_422,SC_967,B4,VIP,50,Booked,,
ST_5578,BK_9869,SC_459,D7,Regular,10,Booked,,
ST_5579,BK_9563,SC_294,E3,Regular,10,Available,,
ST_5580,BK_439,SC_160,A18,Regular,10,Booked,,
ST_5581,BK_5964,SC_209,A2,Regular,10,Reserved,,
ST_5582,BK_9293,SC_72,B6,Regular,10,Reserved,,
ST_5583,BK_2486,SC_876,A15,Regular,10,Booked,,
ST_5584,BK_669,SC_818,A6,Regular,10,Available,,
ST_5585,BK_1004,SC_649,E14,Regular,10,Booked,,
ST_5586,BK_9084,SC_375,A4,Regular,10,Booked,,
ST_5587,BK_7917,SC_978,C7,Regular,10,Available,,
ST_5588,BK_9043,SC_305,E16,Regular,10,Available,,
ST_5589,BK_8606,SC_138,B2,Regular,10,Available,,
ST_5590,BK_7172,SC_452,B14,Premium,25,Booked,,
ST_5591,BK_9760,SC_442,C6,Regular,10,Booked,,
ST_5592,BK_4684,SC_498,D1,Regular,10,Booked,,
ST_5593,BK_9017,SC_959,E20,Regular,10,Available,,
ST_5594,BK_4493,SC_823,E3,Regular,10,Available,,
ST_5595,BK_3766,SC_30,C19,Premium,25,Booked,,
ST_5596,BK_681,SC_999,D5,Regular,10,Available,,
ST_5597,BK_3483,SC_884,A13,Regular,10,Booked,,
ST_5598,BK_706,SC_642,E12,Premium,25,Booked,,
ST_5599,BK_1361,SC_596,A6,Premium,25,Booked,,
ST_5600,BK_4054,SC_622,D13,Regular,10,Booked,,
ST_5601,BK_5890,SC_541,D16,Regular,10,Reserved,,
ST_5602,BK_4936,SC_212,E8,Premium,25,Available,,
ST_5603,BK_4251,SC_883,B17,Premium,25,Booked,,
ST_5604,BK_5432,SC_937,A1,Regular,10,Booked,,
ST_5605,BK_7199,SC_630,D14,Regular,10,Booked,,
ST_5606,BK_2648,SC_697,E8,Premium,25,Booked,,
ST_5607,BK_1626,SC_774,A10,Premium,25,Available,,
ST_5608,BK_9250,SC_998,E20,Regular,10,Booked,,
ST_5609,BK_1576,SC_767,E19,Regular,10,Available,,
ST_5610,BK_7928,SC_861,A4,Regular,10,Booked,,
ST_5611,BK_163,SC_430,D15,Regular,10,Reserved,,
ST_5612,BK_3879,SC_586,E18,Premium,25,Booked,,
ST_5613,BK_1075,SC_250,C12,Premium,25,Booked,,
ST_5614,BK_1024,SC_9,B11,Premium,25,Available,,
ST_5615,BK_8158,SC_121,C13,VIP,50,Booked,,
ST_5616,BK_5678,SC_539,B10,Regular,10,Booked,,
ST_5617,BK_1270,SC_693,A19,Regular,10,Booked,,
ST_5618,BK_6479,SC_351,E3,VIP,50,Booked,,
ST_5619,BK_8134,SC_524,E7,Premium,25,Reserved,,
ST_5620,BK_1987,SC_557,B7,Premium,25,Booked,,
ST_5621,BK_9044,SC_143,C20,Regular,10,Booked,,
ST_5622,BK_9879,SC_160,D18,Regular,10,Available,,
ST_5623,BK_481,SC_718,A19,Regular,10,Reserved,,
ST_5624,BK_9149,SC_659,E18,Regular,10,Booked,,
ST_5625,BK_815,SC_506,B3,Regular,10,Available,,
ST_5626,BK_6643,SC_547,B8,Regular,10,Booked,,
ST_5627,BK_3356,SC_778,B7,VIP,50,Booked,,
ST_5628,BK_3544,SC_965,B16,Regular,10,Booked,,
ST_5629,BK_556,SC_456,D12,Premium,25,Reserved,,
ST_5630,BK_8862,SC_979,E9,Premium,25,Booked,,
ST_5631,BK_5744,SC_230,C6,Regular,10,Booked,,
ST_5632,BK_5825,SC_297,B9,Regular,10,Booked,,
ST_5633,BK_7242,SC_111,D1,Regular,10,Booked,,
ST_5634,BK_8371,SC_956,E14,Regular,10,Booked,,
ST_5635,BK_6784,SC_128,E20,Premium,25,Available,,
ST_5636,BK_4934,SC_502,D16,Premium,25,Booked,,
ST_5637,BK_276,SC_376,E8,Premium,25,Booked,,
ST_5638,BK_6981,SC_849,C8,Premium,25,Booked,,
ST_5639,BK_8334,SC_944,B15,Regular,10,Booked,,
ST_5640,BK_5342,SC_957,E13,Regular,10,Available,,
ST_5641,BK_8765,SC_83,B10,Regular,10,Booked,,
ST_5642,BK_9571,SC_579,E8,Regular,10,Booked,,
ST_5643,BK_9242,SC_587,E16,Regular,10,Available,,
ST_5644,BK_6522,SC_333,E9,Regular,10,Available,,
ST_5645,BK_592,SC_740,A4,Premium,25,Booked,,
ST_5646,BK_9278,SC_911,C5,Regular,10,Booked,,
ST_5647,BK_3096,SC_473,C13,Regular,10,Booked,,
ST_5648,BK_7799,SC_839,E4,VIP,50,Available,,
ST_5649,BK_3907,SC_862,A4,Regular,10,Available,,
ST_5650,BK_6187,SC_741,D8,Regular,10,Booked,,
ST_5651,BK_4520,SC_544,E3,Regular,10,Booked,,
ST_5652,BK_4092,SC_904,A7,VIP,50,Booked,,
ST_5653,BK_9286,SC_103,C2,Regular,10,Booked,,
ST_5654,BK_52,SC_218,C11,Regular,10,Available,,
ST_5655,BK_1459,SC_422,E16,Regular,10,Booked,,
ST_5656,BK_5529,SC_633,E10,Premium,25,Booked,,
ST_5657,BK_5756,SC_236,D3,Regular,10,Booked,,
ST_5658,BK_1456,SC_203,B12,Premium,25,Booked,,
ST_5659,BK_8829,SC_86,A17,Regular,10,Booked,,
ST_5660,BK_7844,SC_276,C19,Regular,10,Reserved,,
ST_5661,BK_4353,SC_240,A12,Regular,10,Booked,,
ST_5662,BK_3300,SC_698,A6,Regular,10,Available,,
ST_5663,BK_4568,SC_23,B15,VIP,50,Reserved,,
ST_5664,BK_3262,SC_680,C14,Regular,10,Available,,
ST_5665,BK_5188,SC_508,B3,Regular,10,Booked,,
ST_5666,BK_7159,SC_792,A20,Regular,10,Available,,
ST_5667,BK_6643,SC_98,C13,Premium,25,Booked,,
ST_5668,BK_8890,SC_594,E2,Regular,10,Booked,,
ST_5669,BK_230,SC_408,B17,Regular,10,Booked,,
ST_5670,BK_4306,SC_99,C11,Premium,25,Reserved,,
ST_5671,BK_1908,SC_133,D13,Regular,10,Booked,,
ST_5672,BK_1002,SC_988,A11,Regular,10,Booked,,
ST_5673,BK_5972,SC_386,A19,Premium,25,Booked,,
ST_5674,BK_6028,SC_384,A9,Regular,10,Booked,,
ST_5675,BK_640,SC_886,B13,Regular,10,Booked,,
ST_5676,BK_5749,SC_874,E15,Premium,25,Booked,,
ST_5677,BK_8365,SC_50,D6,Regular,10,Booked,,
ST_5678,BK_6690,SC_688,C1,Regular,10,Booked,,
ST_5679,BK_3428,SC_716,E20,Regular,10,Available,,
ST_5680,BK_186,SC_249,C19,Regular,10,Booked,,
ST_5681,BK_1797,SC_294,D10,Regular,10,Booked,,
ST_5682,BK_3597,SC_952,E19,Premium,25,Reserved,,
ST_5683,BK_6029,SC_411,E6,Regular,10,Booked,,
ST_5684,BK_8158,SC_69,C2,Regular,10,Booked,,
ST_5685,BK_4113,SC_917,B18,Premium,25,Booked,,
ST_5686,BK_5573,SC_579,B18,Regular,10,Available,,
ST_5687,BK_5872,SC_518,D3,Premium,25,Booked,,
ST_5688,BK_6064,SC_710,A6,Regular,10,Booked,,
ST_5689,BK_9403,SC_722,B8,Regular,10,Available,,
ST_5690,BK_5099,SC_920,C2,Premium,25,Booked,,
ST_5691,BK_7097,SC_819,B17,Premium,25,Booked,,
ST_5692,BK_2798,SC_115,C2,VIP,50,Booked,,
ST_5693,BK_2951,SC_747,B18,VIP,50,Booked,,
ST_5694,BK_9620,SC_789,A7,Regular,10,Booked,,
ST_5695,BK_4411,SC_6,D3,Premium,25,Available,,
ST_5696,BK_6236,SC_693,C3,Premium,25,Booked,,
ST_5697,BK_1273,SC_733,D10,Premium,25,Booked,,
ST_5698,BK_7409,SC_350,E17,Premium,25,Available,,
ST_5699,BK_1678,SC_98,A7,Premium,25,Available,,
ST_5700,BK_2305,SC_418,B7,Regular,10,Booked,,
ST_5701,BK_7487,SC_433,C12,Premium,25,Booked,,
ST_5702,BK_6930,SC_223,A4,VIP,50,Booked,,
ST_5703,BK_2472,SC_611,C14,Regular,10,Booked,,
ST_5704,BK_8091,SC_215,D7,Regular,10,Available,,
ST_5705,BK_736,SC_863,E11,Regular,10,Booked,,
ST_5706,BK_108,SC_551,D18,Regular,10,Reserved,,
ST_5707,BK_9340,SC_967,D6,Regular,10,Booked,,
ST_5708,BK_2788,SC_168,E7,Regular,10,Reserved,,
ST_5709,BK_2897,SC_906,A10,VIP,50,Booked,,
ST_5710,BK_7439,SC_33,C12,Regular,10,Booked,,
ST_5711,BK_3768,SC_805,A2,Regular,10,Booked,,
ST_5712,BK_8297,SC_162,C7,Regular,10,Booked,,
ST_5713,BK_5463,SC_847,A8,Premium,25,Booked,,
ST_5714,BK_5995,SC_639,C6,Regular,10,Booked,,
ST_5715,BK_283,SC_996,A13,Regular,10,Booked,,
ST_5716,BK_2539,SC_886,C17,Regular,10,Booked,,
ST_5717,BK_4741,SC_366,B1,Regular,10,Booked,,
ST_5718,BK_7211,SC_348,B2,Regular,10,Booked,,
ST_5719,BK_7018,SC_66,E20,Premium,25,Booked,,
ST_5720,BK_4667,SC_363,A8,Regular,10,Booked,,
ST_5721,BK_2936,SC_410,E8,Regular,10,Booked,,
ST_5722,BK_8627,SC_95,C16,Premium,25,Booked,,
ST_5723,BK_4439,SC_830,A12,Regular,10,Booked,,
ST_5724,BK_8366,SC_365,D14,Regular,10,Available,,
ST_5725,BK_4139,SC_999,C15,Regular,10,Available,,
ST_5726,BK_7452,SC_414,A4,Premium,25,Available,,
ST_5727,BK_6828,SC_543,D19,Regular,10,Booked,,
ST_5728,BK_3217,SC_744,B11,Regular,10,Available,,
ST_5729,BK_2507,SC_140,D10,Premium,25,Booked,,
ST_5730,BK_1724,SC_646,D10,Regular,10,Reserved,,
ST_5731,BK_9274,SC_194,B14,Regular,10,Booked,,
ST_5732,BK_301,SC_983,C18,Regular,10,Booked,,
ST_5733,BK_5247,SC_850,D8,Regular,10,Booked,,
ST_5734,BK_5769,SC_381,D14,Premium,25,Booked,,
ST_5735,BK_2465,SC_976,C15,Regular,10,Booked,,
ST_5736,BK_8642,SC_739,D3,Premium,25,Booked,,
ST_5737,BK_6723,SC_1000,D2,Premium,25,Available,,
ST_5738,BK_4293,SC_267,B15,Premium,25,Available,,
ST_5739,BK_4689,SC_907,B5,Regular,10,Booked,,
ST_5740,BK_5428,SC_617,A20,Regular,10,Booked,,
ST_5741,BK_1534,SC_345,E9,Regular,10,Booked,,
ST_5742,BK_7750,SC_662,D7,Regular,10,Booked,,
ST_5743,BK_3187,SC_813,C6,VIP,50,Booked,,
ST_5744,BK_4626,SC_96,D13,Regular,10,Booked,,
ST_5745,BK_3477,SC_554,B15,Regular,10,Available,,
ST_5746,BK_9940,SC_973,B12,Premium,25,Booked,,
ST_5747,BK_9085,SC_890,D16,Regular,10,Booked,,
ST_5748,BK_4469,SC_268,E15,Premium,25,Available,,
ST_5749,BK_3140,SC_635,D9,Premium,25,Booked,,
ST_5750,BK_3876,SC_327,C5,Regular,10,Available,,
ST_5751,BK_6778,SC_808,D5,Regular,10,Available,,
ST_5752,BK_637,SC_975,E2,Regular,10,Booked,,
ST_5753,BK_368,SC_76,C9,Regular,10,Booked,,
ST_5754,BK_1350,SC_439,B7,Regular,10,Booked,,
ST_5755,BK_7157,SC_824,A17,Regular,10,Available,,
ST_5756,BK_2702,SC_740,A19,Regular,10,Booked,,
ST_5757,BK_4784,SC_11,D15,Premium,25,Booked,,
ST_5758,BK_3057,SC_760,B5,VIP,50,Booked,,
ST_5759,BK_1686,SC_56,E12,Regular,10,Available,,
ST_5760,BK_7794,SC_758,A9,VIP,50,Available,,
ST_5761,BK_6247,SC_827,E18,Regular,10,Booked,,
ST_5762,BK_4006,SC_906,E16,Premium,25,Booked,,
ST_5763,BK_3210,SC_473,C14,Regular,10,Booked,,
ST_5764,BK_272,SC_12,E6,Premium,25,Available,,
ST_5765,BK_1857,SC_319,D12,Regular,10,Booked,,
ST_5766,BK_5617,SC_367,A5,Regular,10,Available,,
ST_5767,BK_5099,SC_874,A10,Regular,10,Booked,,
ST_5768,BK_4606,SC_661,A18,Regular,10,Booked,,
ST_5769,BK_3138,SC_734,C14,Regular,10,Available,,
ST_5770,BK_6927,SC_64,A16,Regular,10,Reserved,,
ST_5771,BK_1857,SC_151,D15,Premium,25,Booked,,
ST_5772,BK_1709,SC_486,B10,Regular,10,Available,,
ST_5773,BK_8465,SC_905,D2,Premium,25,Booked,,
ST_5774,BK_5582,SC_389,C18,Regular,10,Booked,,
ST_5775,BK_6746,SC_278,E15,Regular,10,Booked,,
ST_5776,BK_891,SC_601,C16,Premium,25,Booked,,
ST_5777,BK_6578,SC_452,C6,Regular,10,Available,,
ST_5778,BK_6887,SC_114,C14,Regular,10,Booked,,
ST_5779,BK_4121,SC_459,C2,Regular,10,Booked,,
ST_5780,BK_9156,SC_115,E15,Premium,25,Booked,,
ST_5781,BK_6441,SC_46,E16,Premium,25,Booked,,
ST_5782,BK_6739,SC_43,A12,Regular,10,Booked,,
ST_5783,BK_2729,SC_254,A16,Premium,25,Booked,,
ST_5784,BK_7616,SC_314,D12,VIP,50,Booked,,
ST_5785,BK_9187,SC_219,C16,Premium,25,Reserved,,
ST_5786,BK_3619,SC_193,A10,Regular,10,Booked,,
ST_5787,BK_327,SC_519,A16,Premium,25,Available,,
ST_5788,BK_4012,SC_30,E11,VIP,50,Available,,
ST_5789,BK_7722,SC_105,D17,Regular,10,Booked,,
ST_5790,BK_481,SC_726,D1,Premium,25,Booked,,
ST_5791,BK_3208,SC_369,B3,Regular,10,Available,,
ST_5792,BK_2349,SC_935,A8,Premium,25,Reserved,,
ST_5793,BK_5617,SC_823,E13,Regular,10,Available,,
ST_5794,BK_5582,SC_684,E3,Premium,25,Booked,,
ST_5795,BK_2515,SC_961,B5,Regular,10,Booked,,
ST_5796,BK_5653,SC_294,E15,Regular,10,Booked,,
ST_5797,BK_4280,SC_140,E4,Regular,10,Booked,,
ST_5798,BK_3286,SC_48,B13,Regular,10,Booked,,
ST_5799,BK_4470,SC_370,D16,Regular,10,Available,,
ST_5800,BK_6186,SC_660,E4,Regular,10,Booked,,
ST_5801,BK_3910,SC_95,E16,Premium,25,Booked,,
ST_5802,BK_3861,SC_301,E8,Premium,25,Booked,,
ST_5803,BK_5452,SC_672,D4,VIP,50,Booked,,
ST_5804,BK_8056,SC_7,A8,Regular,10,Booked,,
ST_5805,BK_9156,SC_509,C14,Regular,10,Booked,,
ST_5806,BK_5665,SC_953,D5,Regular,10,Available,,
ST_5807,BK_5846,SC_697,B18,VIP,50,Booked,,
ST_5808,BK_5358,SC_202,C8,Regular,10,Booked,,
ST_5809,BK_6117,SC_994,E4,Regular,10,Reserved,,
ST_5810,BK_4911,SC_136,E4,Regular,10,Booked,,
ST_5811,BK_2722,SC_419,E6,Regular,10,Booked,,
ST_5812,BK_9745,SC_874,E9,Regular,10,Available,,
ST_5813,BK_9747,SC_104,C11,Regular,10,Booked,,
ST_5814,BK_8845,SC_25,E5,Regular,10,Booked,,
ST_5815,BK_1376,SC_611,A9,Regular,10,Available,,
ST_5816,BK_1941,SC_975,E2,Premium,25,Booked,,
ST_5817,BK_5912,SC_81,B14,Regular,10,Booked,,
ST_5818,BK_8364,SC_128,C18,Regular,10,Available,,
ST_5819,BK_4354,SC_947,D18,Premium,25,Booked,,
ST_5820,BK_9054,SC_31,E14,Regular,10,Booked,,
ST_5821,BK_8241,SC_58,C6,Regular,10,Booked,,
