theater_id,name,location,city,state,,,
TH_4394,Cinepolis,Indore 204,Indore,Madhya Pradesh,,,
TH_4395,Carnival Cinemas,Varanasi 183,Varanasi,Uttar Pradesh,,,
TH_4396,Cinepolis,Kanpur 455,Kanpur,Uttar Pradesh,,,
TH_4397,INOX,Mangalore 313,Mangalore,Karnataka,,,
TH_4398,Carnival Cinemas,Howrah 63,Howrah,West Bengal,,,
TH_4399,Carnival Cinemas,Bhopal 388,Bhopal,Madhya Pradesh,,,
TH_4400,INOX,Pune 450,Pune,Maharashtra,,,
TH_4401,Wave Cinemas,Surat 34,Surat,Gujarat,,,
TH_4402,Cinepolis,Bhagalpur 172,Bhagalpur,Bihar,,,
TH_4403,Carnival Cinemas,Mysore 415,Mysore,Karnataka,,,
TH_4404,Wave Cinemas,Coimbatore 322,Coimbatore,Tamil Nadu,,,
TH_4405,Wave Cinemas,Jodhpur 421,Jodhpur,Rajasthan,,,
TH_4406,Wave Cinemas,Durgapur 122,Durgapur,West Bengal,,,
TH_4407,Carnival Cinemas,Surat 43,Surat,Gujarat,,,
TH_4408,Carnival Cinemas,Gaya 471,Gaya,Bihar,,,
TH_4409,Cinepolis,Chennai 318,Chennai,Tamil Nadu,,,
TH_4410,PVR Cinemas,Howrah 65,Howrah,West Bengal,,,
TH_4411,Carnival Cinemas,Bathinda 71,Bathinda,Punjab,,,
TH_4412,Miraj Cinemas,Jodhpur 135,Jodhpur,Rajasthan,,,
TH_4413,INOX,Ajmer 350,Ajmer,Rajasthan,,,
TH_4414,INOX,Ludhiana 495,Ludhiana,Punjab,,,
TH_4415,INOX,Ahmedabad 236,Ahmedabad,Gujarat,,,
TH_4416,Miraj Cinemas,Gwalior 238,Gwalior,Madhya Pradesh,,,
TH_4417,Miraj Cinemas,Indore 242,Indore,Madhya Pradesh,,,
TH_4418,Wave Cinemas,Hubli 154,Hubli,Karnataka,,,
TH_4419,INOX,Agra 32,Agra,Uttar Pradesh,,,
TH_4420,Carnival Cinemas,Gwalior 72,Gwalior,Madhya Pradesh,,,
TH_4421,PVR Cinemas,Patna 430,Patna,Bihar,,,
TH_4422,Cinepolis,Jabalpur 52,Jabalpur,Madhya Pradesh,,,
TH_4423,Miraj Cinemas,Indore 116,Indore,Madhya Pradesh,,,
TH_4424,PVR Cinemas,Durgapur 424,Durgapur,West Bengal,,,
TH_4425,INOX,Muzaffarpur 444,Muzaffarpur,Bihar,,,
TH_4426,Wave Cinemas,Jodhpur 341,Jodhpur,Rajasthan,,,
TH_4427,Wave Cinemas,Bhagalpur 374,Bhagalpur,Bihar,,,
TH_4428,PVR Cinemas,Belgaum 459,Belgaum,Karnataka,,,
TH_4429,Cinepolis,Thane 283,Thane,Maharashtra,,,
TH_4430,Miraj Cinemas,Patna 257,Patna,Bihar,,,
TH_4431,INOX,Gaya 121,Gaya,Bihar,,,
TH_4432,PVR Cinemas,Belgaum 415,Belgaum,Karnataka,,,
TH_4433,Wave Cinemas,Ahmedabad 1,Ahmedabad,Gujarat,,,
TH_4434,Wave Cinemas,Siliguri 416,Siliguri,West Bengal,,,
TH_4435,INOX,Mumbai 332,Mumbai,Maharashtra,,,
TH_4436,Miraj Cinemas,Bhavnagar 196,Bhavnagar,Gujarat,,,
TH_4437,INOX,Jodhpur 3,Jodhpur,Rajasthan,,,
TH_4438,Miraj Cinemas,Howrah 32,Howrah,West Bengal,,,
TH_4439,Carnival Cinemas,Agra 169,Agra,Uttar Pradesh,,,
TH_4440,PVR Cinemas,Surat 68,Surat,Gujarat,,,
TH_4441,INOX,Bhagalpur 62,Bhagalpur,Bihar,,,
TH_4442,Carnival Cinemas,Jodhpur 30,Jodhpur,Rajasthan,,,
TH_4443,PVR Cinemas,Patna 19,Patna,Bihar,,,
TH_4444,INOX,Kolkata 47,Kolkata,West Bengal,,,
TH_4445,Carnival Cinemas,Kanpur 172,Kanpur,Uttar Pradesh,,,
TH_4446,Miraj Cinemas,Howrah 92,Howrah,West Bengal,,,
TH_4447,PVR Cinemas,Kolkata 224,Kolkata,West Bengal,,,
TH_4448,Cinepolis,Coimbatore 309,Coimbatore,Tamil Nadu,,,
TH_4449,Wave Cinemas,Belgaum 149,Belgaum,Karnataka,,,
TH_4450,PVR Cinemas,Surat 360,Surat,Gujarat,,,
TH_4451,Cinepolis,Jaipur 348,Jaipur,Rajasthan,,,
TH_4452,Cinepolis,Thane 362,Thane,Maharashtra,,,
TH_4453,PVR Cinemas,Mumbai 148,Mumbai,Maharashtra,,,
TH_4454,Carnival Cinemas,Madurai 274,Madurai,Tamil Nadu,,,
TH_4455,PVR Cinemas,Salem 250,Salem,Tamil Nadu,,,
TH_4456,Carnival Cinemas,Bhopal 458,Bhopal,Madhya Pradesh,,,
TH_4457,INOX,Jodhpur 474,Jodhpur,Rajasthan,,,
TH_4458,Carnival Cinemas,Jodhpur 379,Jodhpur,Rajasthan,,,
TH_4459,Wave Cinemas,Ajmer 254,Ajmer,Rajasthan,,,
TH_4460,Wave Cinemas,Belgaum 457,Belgaum,Karnataka,,,
TH_4461,Miraj Cinemas,Lucknow 270,Lucknow,Uttar Pradesh,,,
TH_4462,Wave Cinemas,Bhopal 53,Bhopal,Madhya Pradesh,,,
TH_4463,Cinepolis,Jalandhar 85,Jalandhar,Punjab,,,
TH_4464,INOX,Ujjain 206,Ujjain,Madhya Pradesh,,,
TH_4465,PVR Cinemas,Belgaum 463,Belgaum,Karnataka,,,
TH_4466,Cinepolis,Bathinda 471,Bathinda,Punjab,,,
TH_4467,PVR Cinemas,Ujjain 480,Ujjain,Madhya Pradesh,,,
TH_4468,PVR Cinemas,Bangalore 325,Bangalore,Karnataka,,,
TH_4469,Miraj Cinemas,Muzaffarpur 254,Muzaffarpur,Bihar,,,
TH_4470,Cinepolis,Meerut 151,Meerut,Uttar Pradesh,,,
TH_4471,Miraj Cinemas,Ahmedabad 319,Ahmedabad,Gujarat,,,
TH_4472,PVR Cinemas,Ludhiana 173,Ludhiana,Punjab,,,
TH_4473,INOX,Varanasi 402,Varanasi,Uttar Pradesh,,,
TH_4474,Wave Cinemas,Gaya 439,Gaya,Bihar,,,
TH_4475,INOX,Kota 133,Kota,Rajasthan,,,
TH_4476,Miraj Cinemas,Muzaffarpur 464,Muzaffarpur,Bihar,,,
TH_4477,Miraj Cinemas,Surat 137,Surat,Gujarat,,,
TH_4478,PVR Cinemas,Mysore 270,Mysore,Karnataka,,,
TH_4479,PVR Cinemas,Salem 483,Salem,Tamil Nadu,,,
TH_4480,PVR Cinemas,Hubli 28,Hubli,Karnataka,,,
TH_4481,PVR Cinemas,Kanpur 163,Kanpur,Uttar Pradesh,,,
TH_4482,Miraj Cinemas,Nagpur 52,Nagpur,Maharashtra,,,
TH_4483,Wave Cinemas,Mysore 407,Mysore,Karnataka,,,
TH_4484,INOX,Varanasi 453,Varanasi,Uttar Pradesh,,,
TH_4485,Wave Cinemas,Bangalore 258,Bangalore,Karnataka,,,
TH_4486,Cinepolis,Kolkata 93,Kolkata,West Bengal,,,
TH_4487,Miraj Cinemas,Ahmedabad 218,Ahmedabad,Gujarat,,,
TH_4488,Miraj Cinemas,Jodhpur 76,Jodhpur,Rajasthan,,,
TH_4489,Wave Cinemas,Meerut 441,Meerut,Uttar Pradesh,,,
TH_4490,Carnival Cinemas,Ahmedabad 178,Ahmedabad,Gujarat,,,
TH_4491,PVR Cinemas,Vadodara 395,Vadodara,Gujarat,,,
TH_4492,Carnival Cinemas,Ujjain 293,Ujjain,Madhya Pradesh,,,
TH_4493,Wave Cinemas,Ludhiana 269,Ludhiana,Punjab,,,
TH_4494,Miraj Cinemas,Pune 231,Pune,Maharashtra,,,
TH_4495,INOX,Bathinda 118,Bathinda,Punjab,,,
TH_4496,Cinepolis,Chennai 99,Chennai,Tamil Nadu,,,
TH_4497,INOX,Vadodara 118,Vadodara,Gujarat,,,
TH_4498,Carnival Cinemas,Kanpur 96,Kanpur,Uttar Pradesh,,,
TH_4499,Carnival Cinemas,Meerut 499,Meerut,Uttar Pradesh,,,
TH_4500,Miraj Cinemas,Jalandhar 158,Jalandhar,Punjab,,,
TH_4501,PVR Cinemas,Jodhpur 426,Jodhpur,Rajasthan,,,
TH_4502,Carnival Cinemas,Jaipur 462,Jaipur,Rajasthan,,,
TH_4503,Cinepolis,Asansol 18,Asansol,West Bengal,,,
TH_4504,Wave Cinemas,Ajmer 449,Ajmer,Rajasthan,,,
TH_4505,Cinepolis,Ajmer 111,Ajmer,Rajasthan,,,
TH_4506,INOX,Salem 346,Salem,Tamil Nadu,,,
TH_4507,Cinepolis,Varanasi 418,Varanasi,Uttar Pradesh,,,
TH_4508,Miraj Cinemas,Indore 307,Indore,Madhya Pradesh,,,
TH_4509,Wave Cinemas,Ajmer 22,Ajmer,Rajasthan,,,
TH_4510,Carnival Cinemas,Jalandhar 482,Jalandhar,Punjab,,,
TH_4511,Cinepolis,Nagpur 109,Nagpur,Maharashtra,,,
TH_4512,Miraj Cinemas,Bhagalpur 1,Bhagalpur,Bihar,,,
TH_4513,Miraj Cinemas,Agra 295,Agra,Uttar Pradesh,,,
TH_4514,Wave Cinemas,Varanasi 149,Varanasi,Uttar Pradesh,,,
TH_4515,PVR Cinemas,Varanasi 456,Varanasi,Uttar Pradesh,,,
TH_4516,PVR Cinemas,Nagpur 371,Nagpur,Maharashtra,,,
TH_4517,PVR Cinemas,Pune 32,Pune,Maharashtra,,,
TH_4518,Miraj Cinemas,Mangalore 88,Mangalore,Karnataka,,,
TH_4519,Wave Cinemas,Udaipur 377,Udaipur,Rajasthan,,,
TH_4520,Miraj Cinemas,Varanasi 281,Varanasi,Uttar Pradesh,,,
TH_4521,Miraj Cinemas,Pune 119,Pune,Maharashtra,,,
TH_4522,Cinepolis,Ahmedabad 333,Ahmedabad,Gujarat,,,
TH_4523,INOX,Jabalpur 208,Jabalpur,Madhya Pradesh,,,
TH_4524,Carnival Cinemas,Gwalior 43,Gwalior,Madhya Pradesh,,,
TH_4525,Miraj Cinemas,Durgapur 3,Durgapur,West Bengal,,,
TH_4526,Wave Cinemas,Bathinda 372,Bathinda,Punjab,,,
TH_4527,INOX,Kanpur 413,Kanpur,Uttar Pradesh,,,
TH_4528,Miraj Cinemas,Bathinda 45,Bathinda,Punjab,,,
TH_4529,PVR Cinemas,Belgaum 426,Belgaum,Karnataka,,,
TH_4530,Carnival Cinemas,Tiruchirappalli 285,Tiruchirappalli,Tamil Nadu,,,
TH_4531,Carnival Cinemas,Jodhpur 133,Jodhpur,Rajasthan,,,
TH_4532,PVR Cinemas,Indore 203,Indore,Madhya Pradesh,,,
TH_4533,Carnival Cinemas,Ahmedabad 16,Ahmedabad,Gujarat,,,
TH_4534,Cinepolis,Rajkot 251,Rajkot,Gujarat,,,
TH_4535,INOX,Nashik 317,Nashik,Maharashtra,,,
TH_4536,INOX,Lucknow 10,Lucknow,Uttar Pradesh,,,
TH_4537,Wave Cinemas,Ahmedabad 145,Ahmedabad,Gujarat,,,
TH_4538,Cinepolis,Ujjain 7,Ujjain,Madhya Pradesh,,,
TH_4539,Wave Cinemas,Patna 300,Patna,Bihar,,,
TH_4540,Cinepolis,Ujjain 21,Ujjain,Madhya Pradesh,,,
TH_4541,INOX,Vadodara 169,Vadodara,Gujarat,,,
TH_4542,PVR Cinemas,Ahmedabad 197,Ahmedabad,Gujarat,,,
TH_4543,Carnival Cinemas,Amritsar 235,Amritsar,Punjab,,,
TH_4544,Cinepolis,Nashik 403,Nashik,Maharashtra,,,
TH_4545,INOX,Meerut 429,Meerut,Uttar Pradesh,,,
TH_4546,Wave Cinemas,Chennai 332,Chennai,Tamil Nadu,,,
TH_4547,Carnival Cinemas,Thane 198,Thane,Maharashtra,,,
TH_4548,Wave Cinemas,Coimbatore 109,Coimbatore,Tamil Nadu,,,
TH_4549,Miraj Cinemas,Siliguri 453,Siliguri,West Bengal,,,
TH_4550,Cinepolis,Varanasi 357,Varanasi,Uttar Pradesh,,,
TH_4551,INOX,Udaipur 145,Udaipur,Rajasthan,,,
TH_4552,INOX,Gwalior 198,Gwalior,Madhya Pradesh,,,
TH_4553,INOX,Hubli 414,Hubli,Karnataka,,,
TH_4554,Cinepolis,Varanasi 83,Varanasi,Uttar Pradesh,,,
TH_4555,PVR Cinemas,Patna 44,Patna,Bihar,,,
TH_4556,Miraj Cinemas,Ludhiana 352,Ludhiana,Punjab,,,
TH_4557,PVR Cinemas,Udaipur 498,Udaipur,Rajasthan,,,
TH_4558,Carnival Cinemas,Lucknow 176,Lucknow,Uttar Pradesh,,,
TH_4559,Carnival Cinemas,Purnia 214,Purnia,Bihar,,,
TH_4560,INOX,Ahmedabad 244,Ahmedabad,Gujarat,,,
TH_4561,Wave Cinemas,Varanasi 302,Varanasi,Uttar Pradesh,,,
TH_4562,Wave Cinemas,Bhavnagar 357,Bhavnagar,Gujarat,,,
TH_4563,Miraj Cinemas,Mysore 285,Mysore,Karnataka,,,
TH_4564,Miraj Cinemas,Indore 13,Indore,Madhya Pradesh,,,
TH_4565,Carnival Cinemas,Hubli 433,Hubli,Karnataka,,,
TH_4566,Carnival Cinemas,Nashik 41,Nashik,Maharashtra,,,
TH_4567,Miraj Cinemas,Ahmedabad 291,Ahmedabad,Gujarat,,,
TH_4568,INOX,Hubli 159,Hubli,Karnataka,,,
TH_4569,PVR Cinemas,Mysore 148,Mysore,Karnataka,,,
TH_4570,Wave Cinemas,Howrah 10,Howrah,West Bengal,,,
TH_4571,Cinepolis,Patiala 333,Patiala,Punjab,,,
TH_4572,PVR Cinemas,Nagpur 247,Nagpur,Maharashtra,,,
TH_4573,Carnival Cinemas,Tiruchirappalli 414,Tiruchirappalli,Tamil Nadu,,,
TH_4574,Miraj Cinemas,Varanasi 229,Varanasi,Uttar Pradesh,,,
TH_4575,Cinepolis,Jalandhar 349,Jalandhar,Punjab,,,
TH_4576,Wave Cinemas,Nagpur 443,Nagpur,Maharashtra,,,
TH_4577,PVR Cinemas,Kanpur 272,Kanpur,Uttar Pradesh,,,
TH_4578,Miraj Cinemas,Rajkot 53,Rajkot,Gujarat,,,
TH_4579,PVR Cinemas,Rajkot 202,Rajkot,Gujarat,,,
TH_4580,INOX,Ajmer 349,Ajmer,Rajasthan,,,
TH_4581,INOX,Udaipur 23,Udaipur,Rajasthan,,,
TH_4582,PVR Cinemas,Jabalpur 22,Jabalpur,Madhya Pradesh,,,
TH_4583,Cinepolis,Kanpur 107,Kanpur,Uttar Pradesh,,,
TH_4584,Cinepolis,Bhagalpur 112,Bhagalpur,Bihar,,,
TH_4585,INOX,Jaipur 142,Jaipur,Rajasthan,,,
TH_4586,Cinepolis,Meerut 128,Meerut,Uttar Pradesh,,,
TH_4587,Wave Cinemas,Amritsar 201,Amritsar,Punjab,,,
TH_4588,INOX,Kanpur 420,Kanpur,Uttar Pradesh,,,
TH_4589,Miraj Cinemas,Gaya 149,Gaya,Bihar,,,
TH_4590,INOX,Jalandhar 75,Jalandhar,Punjab,,,
TH_4591,Miraj Cinemas,Gaya 228,Gaya,Bihar,,,
TH_4592,Cinepolis,Bhavnagar 470,Bhavnagar,Gujarat,,,
TH_4593,Carnival Cinemas,Nashik 336,Nashik,Maharashtra,,,
TH_4594,PVR Cinemas,Lucknow 298,Lucknow,Uttar Pradesh,,,
TH_4595,Carnival Cinemas,Rajkot 279,Rajkot,Gujarat,,,
TH_4596,Carnival Cinemas,Patiala 287,Patiala,Punjab,,,
TH_4597,INOX,Nashik 246,Nashik,Maharashtra,,,
TH_4598,Wave Cinemas,Mangalore 279,Mangalore,Karnataka,,,
TH_4599,Wave Cinemas,Ajmer 35,Ajmer,Rajasthan,,,
TH_4600,INOX,Durgapur 362,Durgapur,West Bengal,,,
TH_4601,Wave Cinemas,Bathinda 364,Bathinda,Punjab,,,
TH_4602,Miraj Cinemas,Jodhpur 246,Jodhpur,Rajasthan,,,
TH_4603,INOX,Patna 402,Patna,Bihar,,,
TH_4604,Carnival Cinemas,Muzaffarpur 254,Muzaffarpur,Bihar,,,
TH_4605,Miraj Cinemas,Udaipur 80,Udaipur,Rajasthan,,,
TH_4606,Carnival Cinemas,Mumbai 149,Mumbai,Maharashtra,,,
TH_4607,Wave Cinemas,Gaya 475,Gaya,Bihar,,,
TH_4608,Wave Cinemas,Durgapur 313,Durgapur,West Bengal,,,
TH_4609,Miraj Cinemas,Nashik 329,Nashik,Maharashtra,,,
TH_4610,PVR Cinemas,Vadodara 392,Vadodara,Gujarat,,,
TH_4611,INOX,Ludhiana 176,Ludhiana,Punjab,,,
TH_4612,Wave Cinemas,Mangalore 195,Mangalore,Karnataka,,,
TH_4613,Carnival Cinemas,Durgapur 217,Durgapur,West Bengal,,,
TH_4614,Cinepolis,Ahmedabad 154,Ahmedabad,Gujarat,,,
TH_4615,Cinepolis,Varanasi 397,Varanasi,Uttar Pradesh,,,
TH_4616,Miraj Cinemas,Bathinda 294,Bathinda,Punjab,,,
TH_4617,Miraj Cinemas,Bathinda 484,Bathinda,Punjab,,,
TH_4618,Wave Cinemas,Purnia 407,Purnia,Bihar,,,
TH_4619,Miraj Cinemas,Meerut 399,Meerut,Uttar Pradesh,,,
TH_4620,Carnival Cinemas,Jaipur 468,Jaipur,Rajasthan,,,
TH_4621,Miraj Cinemas,Howrah 243,Howrah,West Bengal,,,
TH_4622,Miraj Cinemas,Ludhiana 130,Ludhiana,Punjab,,,
TH_4623,INOX,Gwalior 469,Gwalior,Madhya Pradesh,,,
TH_4624,Miraj Cinemas,Surat 268,Surat,Gujarat,,,
TH_4625,Cinepolis,Mysore 441,Mysore,Karnataka,,,
TH_4626,INOX,Ajmer 473,Ajmer,Rajasthan,,,
TH_4627,Carnival Cinemas,Bhavnagar 138,Bhavnagar,Gujarat,,,
TH_4628,PVR Cinemas,Siliguri 467,Siliguri,West Bengal,,,
TH_4629,PVR Cinemas,Jabalpur 97,Jabalpur,Madhya Pradesh,,,
TH_4630,Miraj Cinemas,Kanpur 139,Kanpur,Uttar Pradesh,,,
TH_4631,Miraj Cinemas,Jalandhar 453,Jalandhar,Punjab,,,
TH_4632,Cinepolis,Bhagalpur 345,Bhagalpur,Bihar,,,
TH_4633,Cinepolis,Ujjain 68,Ujjain,Madhya Pradesh,,,
TH_4634,Carnival Cinemas,Bhavnagar 120,Bhavnagar,Gujarat,,,
TH_4635,PVR Cinemas,Ahmedabad 288,Ahmedabad,Gujarat,,,
TH_4636,Cinepolis,Bhopal 436,Bhopal,Madhya Pradesh,,,
TH_4637,INOX,Kolkata 283,Kolkata,West Bengal,,,
TH_4638,Miraj Cinemas,Belgaum 269,Belgaum,Karnataka,,,
TH_4639,Wave Cinemas,Bangalore 466,Bangalore,Karnataka,,,
TH_4640,Miraj Cinemas,Jodhpur 389,Jodhpur,Rajasthan,,,
TH_4641,Carnival Cinemas,Jabalpur 78,Jabalpur,Madhya Pradesh,,,
TH_4642,Wave Cinemas,Nashik 44,Nashik,Maharashtra,,,
TH_4643,Carnival Cinemas,Nagpur 451,Nagpur,Maharashtra,,,
TH_4644,PVR Cinemas,Salem 203,Salem,Tamil Nadu,,,
TH_4645,Miraj Cinemas,Mysore 403,Mysore,Karnataka,,,
TH_4646,Miraj Cinemas,Salem 492,Salem,Tamil Nadu,,,
TH_4647,Carnival Cinemas,Jabalpur 116,Jabalpur,Madhya Pradesh,,,
TH_4648,Wave Cinemas,Meerut 370,Meerut,Uttar Pradesh,,,
TH_4649,Carnival Cinemas,Howrah 60,Howrah,West Bengal,,,
TH_4650,INOX,Thane 236,Thane,Maharashtra,,,
TH_4651,Miraj Cinemas,Indore 17,Indore,Madhya Pradesh,,,
TH_4652,Carnival Cinemas,Thane 66,Thane,Maharashtra,,,
TH_4653,Carnival Cinemas,Mysore 12,Mysore,Karnataka,,,
TH_4654,INOX,Thane 64,Thane,Maharashtra,,,
TH_4655,Carnival Cinemas,Indore 330,Indore,Madhya Pradesh,,,
TH_4656,Carnival Cinemas,Coimbatore 51,Coimbatore,Tamil Nadu,,,
TH_4657,INOX,Bangalore 340,Bangalore,Karnataka,,,
TH_4658,INOX,Salem 241,Salem,Tamil Nadu,,,
TH_4659,Miraj Cinemas,Siliguri 91,Siliguri,West Bengal,,,
TH_4660,Wave Cinemas,Patna 153,Patna,Bihar,,,
TH_4661,Carnival Cinemas,Bangalore 457,Bangalore,Karnataka,,,
TH_4662,INOX,Tiruchirappalli 463,Tiruchirappalli,Tamil Nadu,,,
TH_4663,PVR Cinemas,Mangalore 201,Mangalore,Karnataka,,,
TH_4664,Carnival Cinemas,Jaipur 311,Jaipur,Rajasthan,,,
TH_4665,Cinepolis,Siliguri 98,Siliguri,West Bengal,,,
TH_4666,PVR Cinemas,Durgapur 403,Durgapur,West Bengal,,,
TH_4667,PVR Cinemas,Pune 191,Pune,Maharashtra,,,
TH_4668,Wave Cinemas,Rajkot 20,Rajkot,Gujarat,,,
TH_4669,PVR Cinemas,Durgapur 465,Durgapur,West Bengal,,,
TH_4670,PVR Cinemas,Bhopal 121,Bhopal,Madhya Pradesh,,,
TH_4671,Wave Cinemas,Coimbatore 26,Coimbatore,Tamil Nadu,,,
TH_4672,Carnival Cinemas,Siliguri 55,Siliguri,West Bengal,,,
TH_4673,Carnival Cinemas,Ahmedabad 265,Ahmedabad,Gujarat,,,
TH_4674,Miraj Cinemas,Ajmer 424,Ajmer,Rajasthan,,,
TH_4675,Wave Cinemas,Ajmer 248,Ajmer,Rajasthan,,,
TH_4676,Cinepolis,Ajmer 390,Ajmer,Rajasthan,,,
TH_4677,Wave Cinemas,Bhavnagar 168,Bhavnagar,Gujarat,,,
TH_4678,Miraj Cinemas,Howrah 91,Howrah,West Bengal,,,
TH_4679,Wave Cinemas,Bhopal 196,Bhopal,Madhya Pradesh,,,
TH_4680,Wave Cinemas,Belgaum 323,Belgaum,Karnataka,,,
TH_4681,Carnival Cinemas,Siliguri 432,Siliguri,West Bengal,,,
TH_4682,INOX,Bhavnagar 65,Bhavnagar,Gujarat,,,
TH_4683,INOX,Howrah 426,Howrah,West Bengal,,,
TH_4684,Wave Cinemas,Gaya 454,Gaya,Bihar,,,
TH_4685,INOX,Lucknow 296,Lucknow,Uttar Pradesh,,,
TH_4686,Carnival Cinemas,Jodhpur 196,Jodhpur,Rajasthan,,,
TH_4687,PVR Cinemas,Indore 63,Indore,Madhya Pradesh,,,
TH_4688,INOX,Jabalpur 338,Jabalpur,Madhya Pradesh,,,
TH_4689,INOX,Asansol 424,Asansol,West Bengal,,,
TH_4690,Carnival Cinemas,Coimbatore 382,Coimbatore,Tamil Nadu,,,
TH_4691,INOX,Kanpur 26,Kanpur,Uttar Pradesh,,,
TH_4692,Cinepolis,Vadodara 384,Vadodara,Gujarat,,,
TH_4693,Wave Cinemas,Bhavnagar 453,Bhavnagar,Gujarat,,,
TH_4694,INOX,Lucknow 73,Lucknow,Uttar Pradesh,,,
TH_4695,Miraj Cinemas,Mangalore 373,Mangalore,Karnataka,,,
TH_4696,Miraj Cinemas,Jabalpur 195,Jabalpur,Madhya Pradesh,,,
TH_4697,Wave Cinemas,Indore 321,Indore,Madhya Pradesh,,,
TH_4698,Miraj Cinemas,Patna 105,Patna,Bihar,,,
TH_4699,Miraj Cinemas,Bangalore 110,Bangalore,Karnataka,,,
TH_4700,Wave Cinemas,Mysore 424,Mysore,Karnataka,,,
TH_4701,INOX,Jabalpur 391,Jabalpur,Madhya Pradesh,,,
TH_4702,Cinepolis,Salem 405,Salem,Tamil Nadu,,,
TH_4703,Carnival Cinemas,Udaipur 73,Udaipur,Rajasthan,,,
TH_4704,PVR Cinemas,Lucknow 181,Lucknow,Uttar Pradesh,,,
TH_4705,Miraj Cinemas,Tiruchirappalli 327,Tiruchirappalli,Tamil Nadu,,,
TH_4706,Carnival Cinemas,Pune 109,Pune,Maharashtra,,,
TH_4707,Cinepolis,Kota 212,Kota,Rajasthan,,,
TH_4708,Carnival Cinemas,Lucknow 120,Lucknow,Uttar Pradesh,,,
TH_4709,Wave Cinemas,Bhavnagar 81,Bhavnagar,Gujarat,,,
TH_4710,Carnival Cinemas,Nagpur 286,Nagpur,Maharashtra,,,
TH_4711,Carnival Cinemas,Rajkot 78,Rajkot,Gujarat,,,
TH_4712,Wave Cinemas,Mangalore 237,Mangalore,Karnataka,,,
TH_4713,Cinepolis,Ludhiana 47,Ludhiana,Punjab,,,
TH_4714,PVR Cinemas,Ujjain 282,Ujjain,Madhya Pradesh,,,
TH_4715,INOX,Ludhiana 122,Ludhiana,Punjab,,,
TH_4716,Carnival Cinemas,Bangalore 139,Bangalore,Karnataka,,,
TH_4717,Cinepolis,Bhavnagar 205,Bhavnagar,Gujarat,,,
TH_4718,Cinepolis,Bhavnagar 451,Bhavnagar,Gujarat,,,
TH_4719,PVR Cinemas,Kolkata 426,Kolkata,West Bengal,,,
TH_4720,Miraj Cinemas,Surat 105,Surat,Gujarat,,,
TH_4721,Cinepolis,Agra 120,Agra,Uttar Pradesh,,,
TH_4722,INOX,Kolkata 161,Kolkata,West Bengal,,,
TH_4723,Miraj Cinemas,Mysore 391,Mysore,Karnataka,,,
TH_4724,Wave Cinemas,Thane 195,Thane,Maharashtra,,,
TH_4725,Miraj Cinemas,Hubli 446,Hubli,Karnataka,,,
TH_4726,Cinepolis,Bathinda 428,Bathinda,Punjab,,,
TH_4727,Carnival Cinemas,Kolkata 397,Kolkata,West Bengal,,,
TH_4728,PVR Cinemas,Belgaum 182,Belgaum,Karnataka,,,
TH_4729,Cinepolis,Varanasi 359,Varanasi,Uttar Pradesh,,,
TH_4730,Cinepolis,Bhagalpur 92,Bhagalpur,Bihar,,,
TH_4731,Wave Cinemas,Varanasi 267,Varanasi,Uttar Pradesh,,,
TH_4732,Wave Cinemas,Agra 107,Agra,Uttar Pradesh,,,
TH_4733,Wave Cinemas,Jodhpur 20,Jodhpur,Rajasthan,,,
TH_4734,Wave Cinemas,Nagpur 133,Nagpur,Maharashtra,,,
TH_4735,Carnival Cinemas,Muzaffarpur 472,Muzaffarpur,Bihar,,,
TH_4736,Cinepolis,Bangalore 236,Bangalore,Karnataka,,,
TH_4737,PVR Cinemas,Mysore 369,Mysore,Karnataka,,,
TH_4738,Cinepolis,Kanpur 256,Kanpur,Uttar Pradesh,,,
TH_4739,Cinepolis,Bhagalpur 410,Bhagalpur,Bihar,,,
TH_4740,Miraj Cinemas,Ludhiana 200,Ludhiana,Punjab,,,
TH_4741,Carnival Cinemas,Lucknow 377,Lucknow,Uttar Pradesh,,,
TH_4742,Miraj Cinemas,Jaipur 9,Jaipur,Rajasthan,,,
TH_4743,PVR Cinemas,Bhavnagar 416,Bhavnagar,Gujarat,,,
TH_4744,INOX,Thane 139,Thane,Maharashtra,,,
TH_4745,PVR Cinemas,Ahmedabad 203,Ahmedabad,Gujarat,,,
TH_4746,PVR Cinemas,Jalandhar 447,Jalandhar,Punjab,,,
TH_4747,INOX,Bhagalpur 164,Bhagalpur,Bihar,,,
TH_4748,INOX,Hubli 53,Hubli,Karnataka,,,
TH_4749,Carnival Cinemas,Agra 201,Agra,Uttar Pradesh,,,
TH_4750,Miraj Cinemas,Madurai 461,Madurai,Tamil Nadu,,,
TH_4751,Wave Cinemas,Varanasi 5,Varanasi,Uttar Pradesh,,,
TH_4752,Cinepolis,Kolkata 236,Kolkata,West Bengal,,,
TH_4753,Cinepolis,Muzaffarpur 187,Muzaffarpur,Bihar,,,
TH_4754,INOX,Asansol 266,Asansol,West Bengal,,,
TH_4755,Cinepolis,Ajmer 11,Ajmer,Rajasthan,,,
TH_4756,PVR Cinemas,Jaipur 466,Jaipur,Rajasthan,,,
TH_4757,INOX,Nagpur 103,Nagpur,Maharashtra,,,
TH_4758,PVR Cinemas,Ahmedabad 307,Ahmedabad,Gujarat,,,
